Row,Column,Anomaly Message,Anomaly Score
213,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
214,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
215,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
216,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
217,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
218,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
220,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
221,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
222,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
223,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
224,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
225,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
227,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
228,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
229,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
232,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
233,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
234,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
235,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
236,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
237,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
239,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
241,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
242,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
245,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
246,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
247,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
250,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
251,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
253,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
254,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
255,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
257,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
258,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
260,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
261,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
262,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
263,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
264,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
265,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
266,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
267,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
268,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
269,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
270,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
271,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
272,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
274,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
275,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
277,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
279,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
280,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
282,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
283,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
284,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
285,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
286,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
287,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
288,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
289,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
292,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
294,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
295,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
296,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
297,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
298,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
299,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
300,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
301,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
302,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
304,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
305,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
306,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
307,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
308,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
309,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
310,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
311,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
312,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
313,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
314,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
315,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
316,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
317,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
318,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
319,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
320,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
321,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
323,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
325,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
327,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
329,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
330,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
331,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
332,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
333,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
334,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
335,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
336,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
338,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
339,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
341,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
342,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
343,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
345,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
346,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
349,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
350,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
351,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
352,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
353,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
354,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
355,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
356,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
357,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
358,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
359,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
362,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
363,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
364,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
365,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
367,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
368,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
369,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
372,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
373,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
374,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
375,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
376,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
377,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
378,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
379,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
380,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
381,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
382,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
384,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
385,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
387,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
388,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
389,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
391,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
392,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
394,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
395,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
396,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
397,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
399,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
400,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
401,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
402,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
403,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
405,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
406,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
407,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
408,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
409,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
410,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
413,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
414,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
416,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
417,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
418,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
420,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
421,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
422,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
425,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
427,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
428,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
430,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
433,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
